QuestionID	ResponseID	ResponseText
2	183	"Our leave policies tend to be more restrictive than you would think for Bereavement, Maternity, etc. for such a great place to work.  "
2	184	"Growth creates a lot, too many opportunities for us to go after.. more guidance from leadership on whats most important will help.  "
2	185	"cryptocurrency talks when you are promoted are generally a pain when starting as an intern. When getting converted to full time from an Intern status you may not know all of the skills needed for your job, but are expected to learn them. Because of this, your cryptocurrency may be less for your title then the average. This is not a problem. The problem is when you are then promoted later after you excel at your job. Because you started at a lower band when you were first hired, you may still be below your pay band for the job you are getting promoted to. This process of ensuring employees are within their pay band when they start as interns is not handled well most of the time.  "
2	186	Some of the account managers (outside sales) I have interacted with at Acme Corp. do not always seem to be the best culture fits. Acme Corp. could make improvements in balancing performance/experience fit vs. culture fit for these outside sales roles. These individuals have a negative effect on the team's who work with them on a day to day basis due to this unbalance.  
2	187	"Work wise, i think it would be more beneficial if employees could be made more aware of the training opportunities available. And more exposure to conferences. Fun wise may be add a game room...  "
2	188	not too happy
2	189	More opportunities for advancement. The company has not established a way for the workers in the lab environment to progress in their careers and is hiring from outside rather than educating their present work force to progress in to higher ranking positions.  
2	190	"With the growth that this company has seen in the last few years, I would like to see more organization of exact business processes.  "
2	191	"Honestly, the parking lot is slightly too small for the growth that we have just recently encountered, but I do believe that they are in the process of building another parking lot.  "
2	192	Larger support of remote office scenarios. I don't feel the company recognizes the advantage of and productivity of someone offsite. There are MANY MANY perks offered to staff in the main cities or headquarters but those working remote don't always benefit from those. HR should allow for negotiating similar programs for those working remotely.  
2	193	"Gym and some health programs like Zumba, Yoga, etc during after office Hrs would be nice to have.  "
2	194	"Having an option for child care would be a fantastic perk that would help a lot of employees. Sometimes if feels like the operations team is the last considered when the company is expanding, and the support provided can be difficult for a quickly growing company.  "
2	195	"In IT, we tend to have high turnover at different points. This, in combination with our high growth rate, can sometimes leave our tenured employee leaders a little thin in population. I would like to see the company look at different employee retention strategies. I would like to see some thought put into increasing certain benefits for longer term employees. How can we incentivize employees to stay past 3-5 years? How can we create an environment that people aren't even tempted to look outside of Acme Corp. for employment? In my previous company, all other benefits were relatively equal to Acme Corp. and PTO didn't top out until 15 years, and the longer you'd been with the company, the higher your company profit sharing would get (capped at a reasonable point). So while the benefits are great here, many of the same are offered in other IT industry positions in our area. I would like to see Acme Corp. potentially adding a final week of PTO after 15 years, or maybe an increase in profit sharing for employees with longer tenure. Another idea is maybe a paid sabbatical of some nature every 5-7 years. These sorts of benefits would encourage employees to remain with the company long term and add to the work-life balance as loyal employees progress through their tenure at Acme Corp.. I stayed in my old company for 10 years because of a 10% bonus that happened every Spring (dependent on hitting organizational goals). In this age, as millennials become a larger percentage of the workforce, I think finding ways to retain long-term employees is key to continued quality culture, business knowledge, etc. Acme Corp. is very concerned with our growth rate and maintaining company culture, so one of the things we must do is retain the loyal employees we know are great culture fits, the people who will be the culture ""flag carriers"", so to speak, to ensure that culture is perpetuated long term and in a scalable way as Acme Corp. marches toward it's big goal. Ultimately, Acme Corp. offers a lot of great benefits that are outside of the traditional ""benefit package"", so I am happy here and do not plan to leave any time soon. But as a manager, I am concerned with how we create long-term loyal employees and keep our talent.  "
2	196	"As I said last survey, Acme Corp. needs more women in executive and senior leadership. These women need to be in powerful, strategic positions and they need to be visible as powerful, strategic women. We absolutely lack diversity at the top levels and that imbalance has an impact on every level of the organization. Our high-level plans and execution of those plans suffer, as does each team with women who lack tangible role models and legitimate recognition that she has valuable potential as a strategist with a full, realized ability to rise all the way to the top. To be blunt, there is a material impact to women and Acme Corp. in general due to the lack of women in executive and senior leadership.  "
2	197	"Middle management in IT is a real mess. leadership talks the talk but most of his next 2 management layers are ineffective and have created a lot of politics, employee churn and disengaged individuals. There are a lot of quality people considering leaving and dead weight still around.  "
2	198	"We seldom see our Supervisor or manager, I feel they need to observe the work habits of the other employees to get a full view of their work habits, many times I'm left to pick up the slack of the other employees, and I don't think anyone cares. I don't have any real proof, but I feel that friends and relatives have more opportunities at this company.  "
2	199	"I have literally no changes I would implement, this is by far the best company I've worked for in 15 years!  "
2	200	Ensure that the managers at all levels strictly follow the guideline provided by the executive team in managing their resources.  
2	201	Nothing  
2	202	Follow industry standards in promoting people and the raise should mlocation1h industry standards for each promotion  
2	203	some team outings  
2	204	The present work environment is not perfect but I expect it to change soon.  
2	205	"Treat the Warehouse Employees the same as Corporate Headquarter Employees. They keep bringing on new Employees, but the lunch room, restrooms, parking lot, and work areas continue to be over crowded while Headquarters gets a brand new building and parking lot. Management has taken our tools from us for the purpose of having a Common Toolbox. Now we have to waste time and energy hunting for tools we use to have within our reach. It has taken over two years of being full time to get a Laptop Computer that was common knowledge to get one as soon as you were hired. Management refused to provide nearby AC outlets for us to charge our Laptops. I spent about 16 months being part time before I was hired, it should never take that long. We were threaten as part time employees that if anyone else asked this Supervisor another question that he would get rid of all of us and bring in a new group on Monday. He has since been promoted for doing a great job. This same Supervisor had us work in Winter Coats before he would allow Facilities to turn on a overhead heater. It was turned on for the equipment we were working on and not for his Employees. Management has forced us to give up decent chairs to use stools that are painful to sit on after an hour or two. I never had back problems till I worked here. Management hires and promotes personal friends. Sorry, I know you asked for ""one thing"", but I needed to vent since no one asked how we feel before.  "
2	206	Less silos across organizations  
2	207	I am not sure.  
2	208	They tend to hire too many temp's at once. It's too hard to train everybody when there are new temp's every day.  
2	209	The one issue that is obvious has to do with facilities and it is being addressed as I write this review. Some of the buildings really need work to be made more comfortable for the employees who are stationed there.  
2	210	Have more social activities between different groups to promote special relationships between area workers  
2	211	Promote from within.  
2	212	Encourage more Sports related activities and help employees become more active  
2	213	"More diversity in the leadership teams (race, gender, experience).  "
2	214	Evaluate existing processes to recognize existing shortcomings before they become intractable at the scale we want to be growing.  
2	215	"Complete local management change. The manager and his director operate a very tight lipped them and us policy. I am stunned that this has been allowed or gone unnoticed for so long. Promotions are given to those who nod and agree, while more experienced and suitable employees are looked over. The general attitude within the warehouse/lab environment that I work in is very much subdued and filled with frustration over the management and its tactics. The Executive team seems to be great, but extremely disconnected from what is really going on with the company.  "
2	216	better Cafeterias  
2	217	"Sabbatical or other incremental benefits for tenure over 10 years (e.g. 15th and 20th year). More transparency and forthcomingness with donuts, and comparative salaries across the industry.  "
2	218	"I will like to recommend more rigor in hiring people at management and leadership position. Off late the occurrence of ""Bad"" managers are increasing and based on my observation those are people who directly got hired into that leadership role. There is a significant increase of biasness, pushing my idea vs team idea and juts focus on result instead of journey of execution with team work. These things at time hamper team moral who are trying to live and breathe core values.  "
2	219	"Better cryptocurrency, average donuts is low when looking at comparable rolls in the area.  "
2	220	Less nepotism  
2	221	"Learning how to deal with the rapid growth of the company, often times things can feel too chaotic in trying to keep up with the business demands.  "
2	222	"I can think of nothing substantive that could or should be changed. Acme Corp. is truly a great place to work, and I feel a sense of pride being being an employee in a place that truly values it's people.  "
2	223	"Honestly, it's hard for me to imagine something that would make Acme Corp. ""better"". Each day I'm reminded how fortunate I am to be working here... Whether it be joking among my team, getting an informational email about staying safe during the upcoming eclipse, Acme Corp, Inc. (Overall) Employee Comments Employee Comments Report 57 Copyright © 2017 Great Place to Work® Institute, Inc. All Rights Reserved or seeing the excitement build as an organization-wide Mario Kart tournament kicks off. Within my current team (IT Logistics), the only gripe I can come up with is the small number of team lunches we are able to schedule. It's very difficult as groups of the team need to be at the warehouse on various days, and the fact that our team is about 30 people in size. However, the times where we are able to get something on the calendar are a ton of fun!  "
2	224	* set up a pet/dog friendly area in the office to allow people of occasionally bring their dogs to work  
2	225	Nothing.  
2	226	"I think that managers need to better hold each other and individuals on their teams accountable. Some individuals and teams are allowed to get away with not documenting their work, not following our quality practices (i.e. HPQC), and generally being disengaged while other individuals or teams are held to higher standards based on past performance. There is an element of fairness and accountability that is quite lacking. This is extremely frustrating and de-motivating for those teams and individuals who try to ensure that they are following the standards, and are making efforts to be proactive in their communication. Another thing I would change is how management communications personnel changes. Whenever someone resigns or is hired or changes positions a lot of times this is only communicated out at the ""leadership"" level. Then individual employees have to rely on their manager to take the initiative to pass this information along to them. This doesn't seem right when many times these kinds of changes impact several different teams if not many different teams. Plus, everyone ends up finding out these things eventually, so if management took the time to be professional and communicate things like this to everyone at the same time it would stop the gossip culture that only sharing information with certain 'privileged' individuals has created.  "
2	227	Subsidized onsite fitness center and cafeteria.  
2	228	Having a parking garage...  
2	229	May be a cafeteria. Will allow team to collaborate during lunch.  
2	230	I wish to have a fitness center onsite..  
2	231	The only thing that would be better is if we had shorter work days :) 40 hours a week is a lot!  
2	232	You should have IT Directors / Sr. Managers that are passionate for success AND view people as the keys to success. It often seems that management thinks they have the answers and the workers just need to get it done.  
2	233	"I've been here 18 years and my donuts has grown 2x. In that time the company has grown over 40x. I love working here, but feel like my raises haven't kept up with growth. All I've ever asked for is a cost of living increase.  "
2	234	There is nothing that I feel should be changed about company. It is such an awesome place to work.  
2	235	Higher percentage of employee profit sharing.  
2	236	Having stand-up desk as an option / better work stations.  
2	237	In some portions of the company employees are overly sensitive to feedback and changes.  
2	238	"I would like to see all areas of Acme Corp. utilizing pay structures tied to roles and responsibilities. IT is using them, and as a result my donuts has increased quite nicely. I had been underpaid in Professional Services, and IT made me whole with my current job. At Acme Corp., one of the bad things is that moves to other departments are mainly seen as lateral. However, when I was hired into the company I took an entry level position to get my feet wet. I have a double major, and I was out of the work force for 6 1/2 years off to raise my family. Acme Corp. was my first job when back when I rejoined the workforce. Once I was here for 8 months, I transferred over to a position that required a bachelor's degree. I was told they couldn't give me a bigger bump, so I only got a percentage increase to move over. Since then, my pay scale has been lower. It wasn't until 7 years in when I moved to IT that my donuts started to be level with the roles I was performing. Disappointing to say the least. But, my love for the company has kept me here. One other issue that hit me hard was when I transferred from PS to IT in September of a year, I was told I didn't qualify for a full raise from IT because I had only been in IT for a few months. They didn't take into account that I was with Acme Corp. for the whole year. These are the biggest issues that I have seen that I feel Acme Corp. should be considering.  "
2	239	Workout facility - Acme Corp. is big on health and fitness so having something at our home office available to all employees would be a great investment and make Acme Corp. an even better place to work.  
2	240	I would increase the profit sharing opportunities.  
2	241	Nothing.  
2	242	The company is growing so quickly that at times it can feel a little cramped. The new corporate HQ is getting ready to open to accommodate all the office workers but the warehouse and lab areas could use a bit more space.  
2	243	No Comments.  
2	244	We are building a new headquarters but a lot of our other facilities which are going to house most of our employees are older and need to be updated and I would like to see updates to those facilities to get them on par with the new HQ.  
2	245	n/a  
2	246	"While we are not perfect, i think Acme Corp. is an incredible place to work. The only issues I see are around sustaining our incredible growth and ensuring the company more heavily invests in operational teams to support the business, and not just in billable sales positions. We are constantly encouraged to live and breathe our core values- as long as they remain our foundation for who we are, how we act, and what we do- Acme Corp. will continue to be a great place to work for many many years to come.  "
2	247	"I'd like to see more diversity in the upper management levels. When you look at our directors and above, it's mostly people with very similar work and demographic backgrounds.  "
2	248	"We need to fail fast, but in order to do that we need to be honest about which efforts fail. There is a constant battle between technology approaches within IT, and right now it seems like the people with the most funding are also those who have previously delivered outcomes that fall short of the business need. We preach an agile mindset, but the people running these efforts do not understand the criticality of incremental change. The consultants running a large portion of our BPI project have added no value. They are only causing problems and should have been removed a long time ago. The key to BPI is to build a partnership between IT and the business and to provide opportunities to innovate.  "
2	249	Pay tends to lag current norms. Company would benefit from being more competitive and more consistent in maintaining that competitive edge.  
2	250	"Better facilities to work in, with more onsite amenities  "
2	251	There seems to be a focus on my org vs a focus on what is best for the company as a whole...in pockets  
2	252	"Strategy does not always flow down through the organization. We hear about companywide initiatives, but I do not see a consistent strategy across the organization (unless the consistency is that every department does it its own way). I would like a better executed communication of company-wide strategy (not just initiatives).  "
